# source	operation	fingerprint	semantic-fingerprint	classification	owner	evidence
cmd/metasystem/proof_run_test.go	process-environment	45d493f7a160f7c2	42091b7be21e2f7d	process-private	TestProofRunLegacyPublicLauncherLossHoldsSlotUntilCustodianDrainsChild operation 45d493f7a160f7c2 isolated by testenv.Main process boundary	TestProofRunLegacyPublicLauncherLossHoldsSlotUntilCustodianDrainsChild@2818 call t.Setenv("METASYSTEM_PROOF_ADMISSION_TEST_DIR", admissionDir)
cmd/metasystem/proof_run_test.go	process-environment	4dff0032efcdbc0c	414de1e994a90604	process-private	setOwnedGoGateProcessEnvironment owns and restores exact-child command variables after runGoGateCommandTestInOwnedProcess establishes the isolated process boundary	setOwnedGoGateProcessEnvironment@1180 call os.Unsetenv(name)
cmd/metasystem/proof_run_test.go	process-environment	560f8a222bfce90f	d287c41553cd655e	process-private	"TestGoGateTestsAuthenticatedCancellationDrainsNativeChildAndBorrowedLease consumer inside cmd/metasystem TestMain testenv.Main process namespace owns call os.Setenv(""METASYSTEM_PROOF_CONTROL_ROOT"", control)"	TestGoGateTestsAuthenticatedCancellationDrainsNativeChildAndBorrowedLease@1034 call os.Setenv("METASYSTEM_PROOF_CONTROL_ROOT", control)
cmd/metasystem/proof_run_test.go	process-environment	58ca7ffe49e9818c	3ddacd4bc44c1820	process-private	TestCandidateUsesResolvedAuthority operation 58ca7ffe49e9818c isolated by testenv.Main process boundary	TestCandidateUsesResolvedAuthority@412 call t.Setenv("METASYSTEM_GOAL_NOW", now.Format(time.RFC3339))
cmd/metasystem/proof_run_test.go	process-environment	598f047b3e16f0b4	b18e60270c10aa30	process-private	TestProofRunWitnessStateUsesProbeAndFrozenEligibility operation 598f047b3e16f0b4 isolated by testenv.Main process boundary	TestProofRunWitnessStateUsesProbeAndFrozenEligibility@790 call t.Setenv("METASYSTEM_GATE_FORCE", "0")
cmd/metasystem/proof_run_test.go	process-environment	5c641b638c4d9e6a	414de1e994a90604	process-private	setOwnedGoGateProcessEnvironment owns and restores exact-child command variables after runGoGateCommandTestInOwnedProcess establishes the isolated process boundary	setOwnedGoGateProcessEnvironment@1169 call t.Setenv(name, value)
cmd/metasystem/proof_run_test.go	process-environment	5d9a39f3ae68b71f	d287c41553cd655e	process-private	"TestGoGateTestsAuthenticatedCancellationDrainsNativeChildAndBorrowedLease consumer inside cmd/metasystem TestMain testenv.Main process namespace owns call os.Setenv(""METASYSTEM_PROOF_ATTEMPT"", attemptID)"	TestGoGateTestsAuthenticatedCancellationDrainsNativeChildAndBorrowedLease@1037 call os.Setenv("METASYSTEM_PROOF_ATTEMPT", attemptID)
cmd/metasystem/proof_run_test.go	process-environment	60ec2e8cc147ea17	c6466de5ed328d5f	process-private	TestProofGateAdmitsAfterTheStopCapabilityIsRestamped operation 60ec2e8cc147ea17 isolated by testenv.Main process boundary	TestProofGateAdmitsAfterTheStopCapabilityIsRestamped@2178 call t.Setenv("METASYSTEM_GOAL_NOW", now.Format(time.RFC3339))
cmd/metasystem/proof_run_test.go	process-environment	68043eba8f23f9fd	e80a16e9e38ba6ff	process-private	"TestNativeDelegateProofAdmissionExtendsItsClaimPairBudget consumer inside cmd/metasystem TestMain testenv.Main process namespace owns call t.Setenv(""METASYSTEM_HOOK_DELEGATE_STATE_ROOT"", root)"	TestNativeDelegateProofAdmissionExtendsItsClaimPairBudget@2077 call t.Setenv("METASYSTEM_HOOK_DELEGATE_STATE_ROOT", root)
cmd/metasystem/proof_run_test.go	process-environment	682ee18bd5e00ca5	08b3995c4efa79dc	process-private	TestProofAdmissionAcquireWaitZeroNamesBothGoalsAndBusyPath operation 682ee18bd5e00ca5 isolated by testenv.Main process boundary	TestProofAdmissionAcquireWaitZeroNamesBothGoalsAndBusyPath@531 call t.Setenv("METASYSTEM_GOAL_NOW", now.Format(time.RFC3339))
cmd/metasystem/proof_run_test.go	process-environment	773e7e0bb2e5b42e	5d63ce6417393b44	process-private	"TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree consumer inside cmd/metasystem TestMain testenv.Main process namespace owns call t.Setenv(""METASYSTEM_PROOF_ATTEMPT"", attempt.AttemptID)"	TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree@1400 call t.Setenv("METASYSTEM_PROOF_ATTEMPT", attempt.AttemptID)
cmd/metasystem/proof_run_test.go	process-environment	83004350a32c6790	a8fb747682220dcc	process-private	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase operation 83004350a32c6790 isolated by testenv.Main process boundary	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase@2590 call t.Setenv("METASYSTEM_PROOF_ADMISSION_TEST_DIR", admissionDir)
cmd/metasystem/proof_run_test.go	process-environment	863f12b95f87ddca	e80a16e9e38ba6ff	process-private	"TestNativeDelegateProofAdmissionExtendsItsClaimPairBudget consumer inside cmd/metasystem TestMain testenv.Main process namespace owns call t.Setenv(""METASYSTEM_HOOK_DELEGATE_INSTALLATION_ROOT"", root)"	TestNativeDelegateProofAdmissionExtendsItsClaimPairBudget@2078 call t.Setenv("METASYSTEM_HOOK_DELEGATE_INSTALLATION_ROOT", root)
cmd/metasystem/proof_run_test.go	process-environment	966a21a866d60c9e	9931fb19ffff888e	process-private	TestProofRunCommandTopLevelRetryAcrossRenamedRoots operation 966a21a866d60c9e isolated by testenv.Main process boundary	TestProofRunCommandTopLevelRetryAcrossRenamedRoots@2370 call t.Setenv("METASYSTEM_PROOF_ADMISSION_FIXTURE_ROOT", controlRoot)
cmd/metasystem/proof_run_test.go	process-environment	97670baec6cc543a	d5dbabd151d90305	process-private	TestWorkerAuthorizedAcceptsAttemptWitnessSnapshot operation 97670baec6cc543a isolated by testenv.Main process boundary	TestWorkerAuthorizedAcceptsAttemptWitnessSnapshot@1434 call t.Setenv(proofWitnessExecutionRootEnv, root)
cmd/metasystem/proof_run_test.go	process-environment	9c0ed1a044e335f4	a8fb747682220dcc	process-private	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase operation 9c0ed1a044e335f4 isolated by testenv.Main process boundary	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase@2704 call t.Setenv(name, "")
cmd/metasystem/proof_run_test.go	process-environment	9c0ed1a044e335f4-2	a8fb747682220dcc	process-private	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase operation 9c0ed1a044e335f4-2 isolated by testenv.Main process boundary	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase@2736 call t.Setenv(name, "")
cmd/metasystem/proof_run_test.go	process-environment	9d0d0ec3ad511418	1702e3c48f97316a	process-private	TestProofRunLimitsRejectEffectiveLocalAndEnvironmentOverlays operation 9d0d0ec3ad511418 isolated by testenv.Main process boundary	TestProofRunLimitsRejectEffectiveLocalAndEnvironmentOverlays@1824 call t.Setenv(test.envName, test.value)
cmd/metasystem/proof_run_test.go	process-environment	9d5289d14102225d	c2b9cd7ad602ae85	process-private	testProofResourceWaitUsesSemanticDeadline owns a private proof-admission directory and authenticated fixture root for its temporary resource consumer	testProofResourceWaitUsesSemanticDeadline@1934 call t.Setenv("METASYSTEM_PROOF_ADMISSION_FIXTURE_ROOT", root)
cmd/metasystem/proof_run_test.go	process-environment	9e1465c496453215	e80a16e9e38ba6ff	process-private	"TestNativeDelegateProofAdmissionExtendsItsClaimPairBudget consumer inside cmd/metasystem TestMain testenv.Main process namespace owns call t.Setenv(""METASYSTEM_HOOK_DELEGATE_JOB"", ""native-proof"")"	TestNativeDelegateProofAdmissionExtendsItsClaimPairBudget@2079 call t.Setenv("METASYSTEM_HOOK_DELEGATE_JOB", "native-proof")
cmd/metasystem/proof_run_test.go	process-environment	aba943ef90bc368b	bebd72623df8bcb1	process-private	TestSupervisorTakeoverRefusesStaleEpochProof operation aba943ef90bc368b isolated by testenv.Main process boundary	TestSupervisorTakeoverRefusesStaleEpochProof@2145 call t.Setenv("METASYSTEM_HOOK_DELEGATE_JOB", "stale-proof")
cmd/metasystem/proof_run_test.go	process-environment	bb519f15d2cd3b07	d287c41553cd655e	process-private	"TestGoGateTestsAuthenticatedCancellationDrainsNativeChildAndBorrowedLease consumer inside cmd/metasystem TestMain testenv.Main process namespace owns call os.Unsetenv(""METASYSTEM_PROOF_CONTROL_ROOT"")"	TestGoGateTestsAuthenticatedCancellationDrainsNativeChildAndBorrowedLease@1017 call os.Unsetenv("METASYSTEM_PROOF_CONTROL_ROOT")
cmd/metasystem/proof_run_test.go	process-environment	bb519f15d2cd3b07-2	d287c41553cd655e	process-private	"TestGoGateTestsAuthenticatedCancellationDrainsNativeChildAndBorrowedLease consumer inside cmd/metasystem TestMain testenv.Main process namespace owns call os.Unsetenv(""METASYSTEM_PROOF_CONTROL_ROOT"")"	TestGoGateTestsAuthenticatedCancellationDrainsNativeChildAndBorrowedLease@1100 call os.Unsetenv("METASYSTEM_PROOF_CONTROL_ROOT")
cmd/metasystem/proof_run_test.go	process-environment	c725a52d62784ae4	b04dd3714ad78e95	process-private	TestCandidateLaunchStillNeedsTheClaimHolder operation c725a52d62784ae4 isolated by testenv.Main process boundary	TestCandidateLaunchStillNeedsTheClaimHolder@396 call t.Setenv("METASYSTEM_GOAL_NOW", now.Format(time.RFC3339))
cmd/metasystem/proof_run_test.go	process-environment	d092de30f631295d	d5dbabd151d90305	process-private	TestWorkerAuthorizedAcceptsAttemptWitnessSnapshot operation d092de30f631295d isolated by testenv.Main process boundary	TestWorkerAuthorizedAcceptsAttemptWitnessSnapshot@1435 call t.Setenv("METASYSTEM_GATE_WITNESS_WRITE", filepath.Join(t.TempDir(), "witness.json"))
cmd/metasystem/proof_run_test.go	process-environment	d110eee384764f59	5d63ce6417393b44	process-private	"TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree consumer inside cmd/metasystem TestMain testenv.Main process namespace owns call t.Setenv(""METASYSTEM_PROOF_ATTEMPT"", ""forged-attempt"")"	TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree@1398 call t.Setenv("METASYSTEM_PROOF_ATTEMPT", "forged-attempt")
cmd/metasystem/proof_run_test.go	process-environment	d23966643a01b72d	2a29ada90e573b31	process-private	TestBatchRevisionBoundAdmissionRefusesBeforeRunnerOrCharge operation d23966643a01b72d isolated by testenv.Main process boundary	TestBatchRevisionBoundAdmissionRefusesBeforeRunnerOrCharge@2229 call t.Setenv("METASYSTEM_GOAL_NOW", now.Format(time.RFC3339))
cmd/metasystem/proof_run_test.go	process-environment	d7bb7d4132da5735	b18e60270c10aa30	process-private	TestProofRunWitnessStateUsesProbeAndFrozenEligibility operation d7bb7d4132da5735 isolated by testenv.Main process boundary	TestProofRunWitnessStateUsesProbeAndFrozenEligibility@808 call t.Setenv("METASYSTEM_GATE_WITNESS_EXPORT", export)
cmd/metasystem/proof_run_test.go	process-environment	e69c91bf9aa9cbbf	bebd72623df8bcb1	process-private	TestSupervisorTakeoverRefusesStaleEpochProof operation e69c91bf9aa9cbbf isolated by testenv.Main process boundary	TestSupervisorTakeoverRefusesStaleEpochProof@2144 call t.Setenv("METASYSTEM_HOOK_DELEGATE_INSTALLATION_ROOT", root)
cmd/metasystem/proof_run_test.go	process-environment	e81a2f16cdb8f20d	9931fb19ffff888e	process-private	TestProofRunCommandTopLevelRetryAcrossRenamedRoots operation e81a2f16cdb8f20d isolated by testenv.Main process boundary	TestProofRunCommandTopLevelRetryAcrossRenamedRoots@2369 call t.Setenv("METASYSTEM_PROOF_ADMISSION_TEST_DIR", admissionDir)
cmd/metasystem/proof_run_test.go	process-environment	e9303027d2fdd462	bebd72623df8bcb1	process-private	TestSupervisorTakeoverRefusesStaleEpochProof operation e9303027d2fdd462 isolated by testenv.Main process boundary	TestSupervisorTakeoverRefusesStaleEpochProof@2143 call t.Setenv("METASYSTEM_HOOK_DELEGATE_STATE_ROOT", root)
cmd/metasystem/proof_run_test.go	process-environment	e9b6ea5b79cdfb98	bebd72623df8bcb1	process-private	TestSupervisorTakeoverRefusesStaleEpochProof operation e9b6ea5b79cdfb98 isolated by testenv.Main process boundary	TestSupervisorTakeoverRefusesStaleEpochProof@2146 call t.Setenv("METASYSTEM_GOAL_NOW", now.Format(time.RFC3339))
cmd/metasystem/proof_run_test.go	process-environment	ebb33b1b433e0ba6	d287c41553cd655e	process-private	"TestGoGateTestsAuthenticatedCancellationDrainsNativeChildAndBorrowedLease consumer inside cmd/metasystem TestMain testenv.Main process namespace owns call os.Unsetenv(""METASYSTEM_PROOF_ATTEMPT"")"	TestGoGateTestsAuthenticatedCancellationDrainsNativeChildAndBorrowedLease@1020 call os.Unsetenv("METASYSTEM_PROOF_ATTEMPT")
cmd/metasystem/proof_run_test.go	process-environment	ebb33b1b433e0ba6-2	d287c41553cd655e	process-private	"TestGoGateTestsAuthenticatedCancellationDrainsNativeChildAndBorrowedLease consumer inside cmd/metasystem TestMain testenv.Main process namespace owns call os.Unsetenv(""METASYSTEM_PROOF_ATTEMPT"")"	TestGoGateTestsAuthenticatedCancellationDrainsNativeChildAndBorrowedLease@1103 call os.Unsetenv("METASYSTEM_PROOF_ATTEMPT")
cmd/metasystem/proof_run_test.go	process-environment	ed448d2a9bc5bb66	5f1cbce9c71a9fdf	process-private	TestBatchP2RequiresDiagnosticHeadroom operation ed448d2a9bc5bb66 isolated by testenv.Main process boundary	TestBatchP2RequiresDiagnosticHeadroom@2281 call t.Setenv("METASYSTEM_GOAL_NOW", now.Format(time.RFC3339))
cmd/metasystem/proof_run_test.go	process-environment	f8667083260cb72f	e80a16e9e38ba6ff	process-private	"TestNativeDelegateProofAdmissionExtendsItsClaimPairBudget consumer inside cmd/metasystem TestMain testenv.Main process namespace owns call t.Setenv(""METASYSTEM_FAKE_PROCESS_IDENTITY_FILE"", identities)"	TestNativeDelegateProofAdmissionExtendsItsClaimPairBudget@2068 call t.Setenv("METASYSTEM_FAKE_PROCESS_IDENTITY_FILE", identities)
cmd/metasystem/proof_run_test.go	unknown-external-path	05512065bd90236c	8caa3dade3300f54	fixture-data	TestProofRunLimitsRejectEffectiveLocalAndEnvironmentOverlays operation 05512065bd90236c reviewed fixture path or command wrapper	TestProofRunLimitsRejectEffectiveLocalAndEnvironmentOverlays@1809 os.WriteFile path[0]=conf
cmd/metasystem/proof_run_test.go	unknown-external-path	05512065bd90236c-2	8caa3dade3300f54	fixture-data	TestProofRunLimitsRejectEffectiveLocalAndEnvironmentOverlays operation 05512065bd90236c-2 reviewed fixture path or command wrapper	TestProofRunLimitsRejectEffectiveLocalAndEnvironmentOverlays@1821 os.WriteFile path[0]=conf
cmd/metasystem/proof_run_test.go	unknown-external-path	0afc0483e1f10c04	9f7e56d38fc2195b	fixture-data	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase operation 0afc0483e1f10c04 reviewed fixture path or command wrapper	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase@2680 os.ReadFile path[0]=childOutput
cmd/metasystem/proof_run_test.go	unknown-external-path	0f3980d06399e5e0	9f7e56d38fc2195b	fixture-data	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase operation 0f3980d06399e5e0 reviewed fixture path or command wrapper	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase@2728 os.Stat path[0]=logPath
cmd/metasystem/proof_run_test.go	unknown-external-path	0f3980d06399e5e0-2	9f7e56d38fc2195b	fixture-data	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase operation 0f3980d06399e5e0-2 reviewed fixture path or command wrapper	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase@2796 os.Stat path[0]=logPath
cmd/metasystem/proof_run_test.go	unknown-external-path	1a97b7dfd925c4b8	c6922fb0888a61ed	fixture-data	TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree fixture namespace owns conf	TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree@1402 os.ReadFile path[0]=conf
cmd/metasystem/proof_run_test.go	unknown-external-path	23fa2559b68e1c5a	5d9132925541e28c	fixture-data	addProofCandidateGoal operation 23fa2559b68e1c5a reviewed fixture path or command wrapper	addProofCandidateGoal@219 os.WriteFile path[0]=path
cmd/metasystem/proof_run_test.go	unknown-external-path	29309f0e99e19ca1	afa340c2baba0ff2	fixture-data	"workerAuthorizedAttemptFixture fixture namespace owns filepath.Join(application, ""tracked.txt"")"	workerAuthorizedAttemptFixture@862 os.WriteFile path[0]=filepath.Join(application, "tracked.txt")
cmd/metasystem/proof_run_test.go	unknown-external-path	2ebf10ddfd22a3c4	a18e22f4e3502c51	fixture-data	TestTestingWorkerRetainsDrainedOperationalErrorResultAtTerminal reads the retained native group log under its own private worker LogRoot after the explicit producer invalidation event	TestTestingWorkerRetainsDrainedOperationalErrorResultAtTerminal@3556 os.ReadFile path[0]=legacyResult.Groups[1].LogPath
cmd/metasystem/proof_run_test.go	unknown-external-path	3c3ce3a79ac86017	3de06df74b40e0bf	fixture-data	TestProofRunCommandTopLevelRetryAcrossRenamedRoots operation 3c3ce3a79ac86017 reviewed fixture path or command wrapper	TestProofRunCommandTopLevelRetryAcrossRenamedRoots@2308 os.WriteFile path[0]=capacityConfig
cmd/metasystem/proof_run_test.go	unknown-external-path	40750e4bb283afb8	c6922fb0888a61ed	fixture-data	TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree fixture namespace owns outerPath	TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree@1312 os.WriteFile path[0]=outerPath
cmd/metasystem/proof_run_test.go	unknown-external-path	41d10ffc38fb1cd1	3de06df74b40e0bf	fixture-data	TestProofRunCommandTopLevelRetryAcrossRenamedRoots operation 41d10ffc38fb1cd1 reviewed fixture path or command wrapper	TestProofRunCommandTopLevelRetryAcrossRenamedRoots@2300 os.ReadFile path[0]=capacityConfig
cmd/metasystem/proof_run_test.go	unknown-external-path	465d49e6cff7b451	6c3e39a46066565a	fixture-data	TestSupervisorTakeoverRefusesStaleEpochProof operation 465d49e6cff7b451 reviewed fixture path or command wrapper	TestSupervisorTakeoverRefusesStaleEpochProof@2139 os.MkdirAll path[0]=jobs
cmd/metasystem/proof_run_test.go	unknown-external-path	47c931b777b19685	e38f7e51ec30768f	fixture-data	TestProofRunLegacyPublicLauncherLossHoldsSlotUntilCustodianDrainsChild operation 47c931b777b19685 reviewed fixture path or command wrapper	TestProofRunLegacyPublicLauncherLossHoldsSlotUntilCustodianDrainsChild@2836 os.ReadFile path[0]=childPIDPath
cmd/metasystem/proof_run_test.go	unknown-external-path	51fd7b8f3f4cca99	3de06df74b40e0bf	fixture-data	TestProofRunCommandTopLevelRetryAcrossRenamedRoots operation 51fd7b8f3f4cca99 reviewed fixture path or command wrapper	TestProofRunCommandTopLevelRetryAcrossRenamedRoots@2328 os.WriteFile path[0]=goalPath
cmd/metasystem/proof_run_test.go	unknown-external-path	521f5f599e16c20f	9f7e56d38fc2195b	fixture-data	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase operation 521f5f599e16c20f reviewed fixture path or command wrapper	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase@2693 os.MkdirAll path[0]=filepath.Dir(stopfence.TransitionPath(closedRoot))
cmd/metasystem/proof_run_test.go	unknown-external-path	568a5b8389d9dc86	3de06df74b40e0bf	fixture-data	TestProofRunCommandTopLevelRetryAcrossRenamedRoots operation 568a5b8389d9dc86 reviewed fixture path or command wrapper	TestProofRunCommandTopLevelRetryAcrossRenamedRoots@2340 os.ReadFile path[0]=filepath.Join(controlRoot, "metasystem.conf")
cmd/metasystem/proof_run_test.go	unknown-external-path	5ae2c7f4e04b0da8	c6922fb0888a61ed	fixture-data	TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree fixture namespace owns untracked	TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree@1419 os.Remove path[0]=untracked
cmd/metasystem/proof_run_test.go	unknown-external-path	6127df40cb710d71	66e6791406376d7c	fixture-data	assertHostAdmissionClean operation 6127df40cb710d71 reviewed fixture path or command wrapper	assertHostAdmissionClean@2502 os.ReadFile path[0]=filepath.Join(directory, entry.Name())
cmd/metasystem/proof_run_test.go	unknown-external-path	6a01598bac45e8c5	6fe6f5d0d5ed311a	fixture-data	TestCommitProofTerminalTriesARefusedLockAgainAndNamesTheHolder operation 6a01598bac45e8c5 reviewed fixture path or command wrapper	TestCommitProofTerminalTriesARefusedLockAgainAndNamesTheHolder@3234 os.Stat path[0]=stopfence.LockPath(root)
cmd/metasystem/proof_run_test.go	unknown-external-path	6a487637860d4e6b	c6922fb0888a61ed	fixture-data	TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree fixture namespace owns untracked	TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree@1415 os.WriteFile path[0]=untracked
cmd/metasystem/proof_run_test.go	unknown-external-path	6a4db58a7bd83da1	afa340c2baba0ff2	fixture-data	workerAuthorizedAttemptFixture fixture namespace owns path	workerAuthorizedAttemptFixture@901 os.WriteFile path[0]=path
cmd/metasystem/proof_run_test.go	unknown-external-path	6a7a61857a5628e3	3de06df74b40e0bf	fixture-data	TestProofRunCommandTopLevelRetryAcrossRenamedRoots operation 6a7a61857a5628e3 reviewed fixture path or command wrapper	TestProofRunCommandTopLevelRetryAcrossRenamedRoots@2425 os.ReadFile path[0]=result
cmd/metasystem/proof_run_test.go	unknown-external-path	6ca3cf2097d0246c	3de06df74b40e0bf	fixture-data	TestProofRunCommandTopLevelRetryAcrossRenamedRoots operation 6ca3cf2097d0246c reviewed fixture-owned path or command wrapper	TestProofRunCommandTopLevelRetryAcrossRenamedRoots@2458 os.ReadFile path[0]=thirdResult + ".nested.json"
cmd/metasystem/proof_run_test.go	unknown-external-path	757cc48eadf6d9b5	3b60803064447434	fixture-data	TestCandidateExtensionIsRefusedUntilCandidateBecomesAuthority operation 757cc48eadf6d9b5 reviewed fixture path or command wrapper	TestCandidateExtensionIsRefusedUntilCandidateBecomesAuthority@661 os.WriteFile path[0]=receiptPath
cmd/metasystem/proof_run_test.go	unknown-external-path	776315ed3223e416	a0ed5cb0b283b766	fixture-data	TestGoGateTestsRefusesForeignRootBeforeNativeLaunch fixture namespace owns logRoot	TestGoGateTestsRefusesForeignRootBeforeNativeLaunch@981 os.Stat path[0]=logRoot
cmd/metasystem/proof_run_test.go	unknown-external-path	77a7b9416b9110f5	a73d1d2105b4a9cb	fixture-data	amendProofGoalFixture operation 77a7b9416b9110f5 reviewed fixture path or command wrapper	amendProofGoalFixture@232 os.ReadFile path[0]=path
cmd/metasystem/proof_run_test.go	unknown-external-path	7be1ff72d1ffadac	afa340c2baba0ff2	fixture-data	workerAuthorizedAttemptFixture fixture namespace owns application	workerAuthorizedAttemptFixture@859 os.MkdirAll path[0]=application
cmd/metasystem/proof_run_test.go	unknown-external-path	7bf6bc997468889a	9f7e56d38fc2195b	fixture-data	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase operation 7bf6bc997468889a reviewed fixture path or command wrapper	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase@2608 os.OpenFile path[0]=path
cmd/metasystem/proof_run_test.go	unknown-external-path	7d0e56ebcd14912d	c6922fb0888a61ed	fixture-data	TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree fixture namespace owns outerPath	TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree@1325 os.Remove path[0]=outerPath
cmd/metasystem/proof_run_test.go	unknown-external-path	7d824451bff15cc3	c278f6db0aacfca8	fixture-data	TestProofRunCommandGovernedParentSharesOneCharge operation 7d824451bff15cc3 reviewed fixture path or command wrapper	TestProofRunCommandGovernedParentSharesOneCharge@2985 os.WriteFile path[0]=goalPath
cmd/metasystem/proof_run_test.go	unknown-external-path	808b5bfb1f6106ee	a18e22f4e3502c51	fixture-data	TestTestingWorkerRetainsDrainedOperationalErrorResultAtTerminal owns its temporary progress directories and retained native group logs; result sufficiency assertions consume them	TestTestingWorkerRetainsDrainedOperationalErrorResultAtTerminal@3401 os.ReadFile path[0]=observed.LogPath
cmd/metasystem/proof_run_test.go	unknown-external-path	817ed8c2898e1b16	368533f6ac744aa5	fixture-data	assertCompleted fixture namespace owns run.result	assertCompleted@1661 os.ReadFile path[0]=run.result
cmd/metasystem/proof_run_test.go	unknown-external-path	8371d5bf8e893bd7	e60e090f107715e1	fixture-data	TestProofRunWitnessStateUsesProbeAndFrozenEligibility operation 8371d5bf8e893bd7 reviewed fixture path or command wrapper	TestProofRunWitnessStateUsesProbeAndFrozenEligibility@797 os.MkdirAll path[0]=filepath.Dir(script)
cmd/metasystem/proof_run_test.go	unknown-external-path	839510582e954016	e5f4165941566acb	fixture-data	proofExtensionGoalFixtureAt operation 839510582e954016 reviewed fixture path or command wrapper	proofExtensionGoalFixtureAt@1971 os.WriteFile path[0]=filepath.Join(root, "metasystem.conf")
cmd/metasystem/proof_run_test.go	unknown-external-path	87e3f54ec2f4925c	09f9da4d9f704139	fixture-data	waitForPublicRouteFileOrExit operation 87e3f54ec2f4925c reviewed fixture path or command wrapper	waitForPublicRouteFileOrExit@2528 os.Stat path[0]=path
cmd/metasystem/proof_run_test.go	unknown-external-path	8a6948eb0075bf84	9f7e56d38fc2195b	fixture-data	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase operation 8a6948eb0075bf84 reviewed fixture path or command wrapper	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase@2575 os.WriteFile path[0]=conf
cmd/metasystem/proof_run_test.go	unknown-external-path	8f5f5b2274bb403f	1f24cc9058ed787d	fixture-data	TestCandidateCannotUseAuthorityEarnedExtension operation 8f5f5b2274bb403f reviewed fixture path or command wrapper	TestCandidateCannotUseAuthorityEarnedExtension@563 os.ReadFile path[0]=filepath.Join(root, "plans", "goals", "standing-validation.md")
cmd/metasystem/proof_run_test.go	unknown-external-path	8fe97ad60b334a01	c278f6db0aacfca8	fixture-data	TestProofRunCommandGovernedParentSharesOneCharge operation 8fe97ad60b334a01 reviewed fixture path or command wrapper	TestProofRunCommandGovernedParentSharesOneCharge@2973 os.ReadFile path[0]=goalPath
cmd/metasystem/proof_run_test.go	unknown-external-path	99372a3825364b38	e38f7e51ec30768f	fixture-data	TestProofRunLegacyPublicLauncherLossHoldsSlotUntilCustodianDrainsChild operation 99372a3825364b38 reviewed fixture-owned path or command wrapper	TestProofRunLegacyPublicLauncherLossHoldsSlotUntilCustodianDrainsChild@2916 os.Stat path[0]=markerPath
cmd/metasystem/proof_run_test.go	unknown-external-path	999ec3e13d72f2f3	d4de41cc6f82dd00	fixture-data	terminalCommitFixture operation 999ec3e13d72f2f3 reviewed fixture path or command wrapper	terminalCommitFixture@3132 os.MkdirAll path[0]=artifactDir
cmd/metasystem/proof_run_test.go	unknown-external-path	9bfbf07869f6502e	c278f6db0aacfca8	fixture-data	TestProofRunCommandGovernedParentSharesOneCharge operation 9bfbf07869f6502e reviewed fixture path or command wrapper	TestProofRunCommandGovernedParentSharesOneCharge@3083 os.ReadFile path[0]=filepath.Join(root, "plans", "goals", "standing-validation.md")
cmd/metasystem/proof_run_test.go	unknown-external-path	9fe402e94288d726	9f7e56d38fc2195b	fixture-data	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase operation 9fe402e94288d726 reviewed fixture path or command wrapper	TestProofRunLegacyPublicLaunchUsesAndClearsHostPhase@2663 os.Stat path[0]=childOutput
cmd/metasystem/proof_run_test.go	unknown-external-path	a13d5651c67100ae	c6922fb0888a61ed	fixture-data	TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree fixture namespace owns recordPath	TestWorkerAuthorizedAcceptsOnlyAttemptBoundSectionWorktree@1224 os.WriteFile path[0]=recordPath
